,lq,ss,emp,ind,state,county
316,-2.2530287077434736,-3.421670992064622,1267,2,Ohio,Adams
317,-3.7213231543394456,6.312061366080066,3643,1,Ohio,Adams
318,-2.3697584125738844,5.567153234544159,2166,5,Ohio,Adams
319,-2.643831657747048,-6.301173119724857,4556,2,Ohio,Adams
320,-6.317626331310757,-0.50583604231436,4735,2,Ohio,Adams
321,-6.877957931324464,-0.7322706861882791,4566,5,Ohio,Adams
322,-0.35290185365636306,4.173641700594116,3277,3,Ohio,Adams
323,-7.345490497973167,3.676315866257081,1978,4,Ohio,Adams
324,-8.944131555145121,5.040637679023865,3590,1,Ohio,Adams
325,-3.8737535067541597,-7.477293350934122,1994,4,Ohio,Adams
326,-2.9460020969828955,4.508622854751254,3303,3,Ohio,Adams
327,11.540340983789257,1.271666006667632,1001,1,Ohio,Adams
328,-6.228201655137402,-8.354691702571492,1933,1,Ohio,Adams
329,3.6595643498169688,4.25233036017377,4151,4,Ohio,Adams
330,2.4831300052277907,-5.428368703486943,2706,1,Ohio,Adams
331,-9.133669731222417,2.091835446396329,3406,3,Ohio,Adams
332,2.6395178644155983,-3.344327539950665,2906,5,Ohio,Adams
333,-9.103283841159907,-1.8233585226579936,2323,3,Ohio,Adams
334,-17.955033427980446,0.7744159860765942,1185,3,Ohio,Adams
335,1.6379171461562843,-1.8387935679275795,4104,4,Ohio,Adams
336,-12.535343500626317,-6.808690968983135,2517,3,Ohio,Adams
337,0.7056067708354892,0.22321139978233706,1927,1,Ohio,Adams
338,-6.104065386423299,-5.610079918648041,4923,3,Ohio,Adams
339,7.957304777139232,1.177422239601349,2999,2,Ohio,Adams
340,4.411056395896054,-6.009079270356399,2898,2,Ohio,Adams
341,-4.7203148231083265,-0.44266583055483155,1009,5,Ohio,Adams
342,-6.127025666172094,0.45683159808078444,4335,3,Ohio,Adams
343,-9.284464418564724,7.054869385472935,1253,3,Ohio,Adams
344,-4.645535793755548,-8.750389637677111,2576,3,Ohio,Adams
345,-3.6821329711070545,0.2646408015859092,3267,3,Ohio,Adams
346,-4.188161266350113,-6.0413448789002,4971,4,Ohio,Adams
347,-1.0597768683658162,0.9144516422413502,2371,4,Ohio,Adams
348,1.4711289863732704,-1.4489910589409163,4859,2,Ohio,Adams
349,0.09792674195904372,2.0767236162881613,3165,5,Ohio,Adams
350,-6.584863543438658,4.6647427453034656,3967,3,Ohio,Adams
351,-10.626748842809471,-2.349855992507512,1041,2,Ohio,Adams
352,6.187191088614828,-1.053480562042363,4051,3,Ohio,Adams
353,-6.136695107299626,2.6165691373142015,1819,1,Ohio,Adams
354,-5.9137615996101145,-3.116564570332093,3243,2,Ohio,Adams
355,-5.127135873806665,0.6126572003150332,2677,5,Ohio,Adams
356,-13.05841730093989,2.355435763126472,3948,2,Ohio,Adams
357,-4.86784402424292,-5.30475139767185,3705,1,Ohio,Adams
358,-4.877934884047686,-7.0998901768576035,1776,2,Ohio,Adams
359,1.7221497900610752,-0.2971483461950577,1186,5,Ohio,Adams
360,2.190742894644016,2.5069050369379657,1509,2,Ohio,Adams
361,-1.977374665482384,-7.019867465165585,4222,3,Ohio,Adams
362,3.591090244685822,0.9643752372828109,1900,4,Ohio,Adams
363,0.03978990280757211,-2.461570826263154,2348,2,Ohio,Adams
364,-2.094092669615329,-1.6864141723506472,2956,2,Ohio,Adams
365,-1.034430990210662,3.1266362232852316,1049,1,Ohio,Adams
366,-3.143920961488396,-0.4379818658716287,1447,3,Ohio,Adams
367,-4.3690970842007015,-4.420339051543513,3647,2,Ohio,Adams
368,-3.606401221363799,-1.049019901313365,2145,2,Ohio,Adams
369,-8.768067988820041,-1.9344889281047393,2237,2,Ohio,Adams
370,-0.31734976810222415,-2.124598714769705,2276,4,Ohio,Adams
371,-7.9587416655774845,3.7173410956647617,4097,1,Ohio,Adams
372,3.0497875844418187,-3.6187515220760798,2051,1,Ohio,Adams
373,-3.496751480965693,-4.172449531555211,2573,2,Ohio,Adams
374,-1.7030301100994556,0.0018141875996271484,1457,1,Ohio,Adams
375,0.9630206576857381,1.5556503440713527,1364,4,Ohio,Adams
376,1.8598867903775673,-1.5353497673658179,4382,3,Ohio,Adams
377,-11.423740451800716,-5.92620651904267,3105,4,Ohio,Adams
378,-3.24142205698383,-0.5650142839935104,3731,4,Ohio,Adams
379,3.2810734724846933,8.697019464483718,4200,3,Ohio,Adams
380,-12.188634916593527,1.2652531772797317,2306,3,Ohio,Adams
381,0.3236828523703803,-7.648879775166335,2735,1,Ohio,Adams
382,-15.533385376413136,-4.806582005335654,4179,2,Ohio,Adams
383,-8.13504106181362,-0.6259972308272204,3836,3,Ohio,Adams
384,-1.7682166889588715,1.1673081709059656,2024,1,Ohio,Adams
385,-11.940290613931722,-3.7826942268449755,2562,2,Ohio,Adams
386,-7.913064426104904,7.65669171749885,1339,2,Ohio,Adams
387,-10.831010044781522,1.1514101321474919,4348,5,Ohio,Adams
388,7.888809593245357,0.33057546457540155,2669,3,Ohio,Adams
389,-1.0146334670759962,4.0277873851104005,3275,5,Ohio,Adams
390,1.4037416671160163,-0.01752427536009471,1069,4,Ohio,Adams
391,-3.3360506030909267,-8.861844008706363,1876,3,Ohio,Adams
392,-4.120590492543195,-2.576890855978979,3018,2,Ohio,Adams
393,-11.698845131906195,-3.5571467130102126,1486,1,Ohio,Adams
394,-3.751024176487177,-2.349225749584006,3836,3,Ohio,Adams
395,-6.56895327086974,-0.5438854840977807,3965,2,Ohio,Adams
396,3.1475435457540177,1.77002821477322,2300,2,Ohio,Adams
397,4.846611199945441,-4.095053385715353,4757,4,Ohio,Adams
398,6.799472293445065,-4.060903036853431,3552,2,Ohio,Adams
399,3.115311636767392,-1.3105589666127955,1300,2,Ohio,Adams
400,-5.591923621537917,1.3026812489770152,2389,2,Ohio,Adams
401,-8.695381915762367,1.2041359660658881,1900,2,Ohio,Adams
402,2.5999790898705166,1.4011735443126563,1861,4,Ohio,Adams
403,0.1377569048337337,3.4382330531130014,2600,4,Ohio,Adams
404,-12.611230704062184,-2.4439410219826536,2590,3,Ohio,Adams
405,0.1328907564626145,3.4805145210293604,4710,1,Ohio,Adams
406,2.887118934927198,0.33817698616757763,2060,2,Ohio,Adams
407,-1.6464464649102202,-0.36841484799631485,4527,1,Ohio,Adams
408,-3.110322026056049,6.205777874978013,4992,4,Ohio,Adams
